image_path,emotion
3425.jpg,uncertain
3426.jpg,happy
3427.jpg,happy
3428.jpg,anger
3429.jpg,fear
343.jpg,happy
3430.jpg,uncertain
3431.jpg,anger
3432.jpg,surprise
3433.jpg,sad
3434.jpg,happy
3435.jpg,surprise
3436.jpg,fear
3437.jpg,sad
3438.jpg,neutral
3439.jpg,happy
344.jpg,sad
3440.jpg,happy
3441.jpg,contempt
3442.jpg,surprise
3443.jpg,uncertain
3444.jpg,uncertain
3445.jpg,fear
3446.jpg,happy
3447.jpg,anger
3448.jpg,surprise
3449.jpg,uncertain
345.jpg,happy
3450.jpg,neutral
3451.jpg,fear
3452.jpg,surprise
3453.jpg,anger
3454.jpg,neutral
3455.jpg,uncertain
3456.jpg,happy
3457.jpg,sad
3458.jpg,neutral
3459.jpg,sad
346.jpg,sad
3460.jpg,happy
3461.jpg,happy
3462.jpg,uncertain
3463.jpg,contempt
3464.jpg,neutral
3465.jpg,neutral
3466.jpg,fear
3467.jpg,neutral
3468.jpg,neutral
3469.jpg,uncertain
347.jpg,anger
3470.jpg,uncertain
3471.jpg,neutral
3472.jpg,uncertain
3473.jpg,happy
3474.jpg,neutral
3475.jpg,anger
3476.jpg,anger
3477.jpg,surprise
3478.jpg,happy
3479.jpg,sad
348.jpg,anger
3480.jpg,neutral
3481.jpg,neutral
3482.jpg,fear
3483.jpg,anger
3484.jpg,neutral
3485.jpg,happy
3486.jpg,happy
3487.jpg,sad
3488.jpg,happy
3489.jpg,happy
349.jpg,contempt
3490.jpg,fear
3491.jpg,neutral
3492.jpg,surprise
3493.jpg,uncertain
3494.jpg,uncertain
3495.jpg,neutral
3496.jpg,uncertain
3497.jpg,neutral
3498.jpg,fear
3499.jpg,surprise
35.jpg,sad
350.jpg,sad
3500.jpg,anger
3501.jpg,happy
3502.jpg,happy
3503.jpg,sad
3504.jpg,sad
3505.jpg,neutral
3506.jpg,neutral
3507.jpg,neutral
3508.jpg,neutral
3509.jpg,happy
351.jpg,surprise
3510.jpg,anger
3511.jpg,neutral
3512.jpg,disgust
3513.jpg,happy
3514.jpg,anger
3515.jpg,sad
3516.jpg,neutral
3517.jpg,uncertain
3518.jpg,disgust
3519.jpg,sad
352.jpg,neutral
3520.jpg,happy
3521.jpg,happy
3522.jpg,anger
3523.jpg,sad
3524.jpg,surprise
3525.jpg,surprise
3526.jpg,happy
3527.jpg,surprise
3528.jpg,sad
3529.jpg,neutral
353.jpg,happy
3530.jpg,anger
3531.jpg,fear
3532.jpg,neutral
3533.jpg,neutral
3534.jpg,fear
3535.jpg,anger
3536.jpg,sad
3537.jpg,uncertain
3538.jpg,sad
3539.jpg,uncertain
354.jpg,anger
3540.jpg,happy
3541.jpg,sad
3542.jpg,sad
3543.jpg,surprise
3544.jpg,surprise
3545.jpg,happy
3546.jpg,anger
3547.jpg,surprise
3548.jpg,anger
3549.jpg,happy
355.jpg,anger
3550.jpg,neutral
3551.jpg,surprise
3552.jpg,neutral
3553.jpg,anger
3554.jpg,neutral
3555.jpg,neutral
3556.jpg,disgust
3557.jpg,anger
3558.jpg,anger
3559.jpg,sad
356.jpg,sad
3560.jpg,sad
3561.jpg,sad
3562.jpg,fear
3563.jpg,fear
3564.jpg,uncertain
3565.jpg,anger
3566.jpg,fear
3567.jpg,neutral
3568.jpg,surprise
3569.jpg,sad
357.jpg,sad
3570.jpg,sad
3571.jpg,neutral
3572.jpg,surprise
3573.jpg,happy
3574.jpg,surprise
3575.jpg,happy
3576.jpg,neutral
3577.jpg,neutral
3578.jpg,neutral
3579.jpg,neutral
358.jpg,fear
3580.jpg,contempt
3581.jpg,happy
3582.jpg,neutral
3583.jpg,fear
3584.jpg,anger
3585.jpg,contempt
3586.jpg,contempt
3587.jpg,surprise
3588.jpg,sad
3589.jpg,neutral
359.jpg,happy
3590.jpg,happy
3591.jpg,uncertain
3592.jpg,uncertain
3593.jpg,uncertain
3594.jpg,happy
3595.jpg,happy
3596.jpg,anger
3597.jpg,sad
3598.jpg,happy
3599.jpg,neutral
36.jpg,fear
360.jpg,surprise
3600.jpg,neutral
3601.jpg,neutral
3602.jpg,sad
3603.jpg,surprise
3604.jpg,anger
3605.jpg,neutral
3606.jpg,surprise
3607.jpg,uncertain
3608.jpg,happy
3609.jpg,fear
361.jpg,fear
3610.jpg,happy
3611.jpg,anger
3612.jpg,surprise
3613.jpg,neutral
3614.jpg,fear
3615.jpg,anger
3616.jpg,sad
3617.jpg,neutral
3618.jpg,surprise
3619.jpg,anger
362.jpg,neutral
3620.jpg,uncertain
3621.jpg,anger
3622.jpg,anger
3623.jpg,happy
3624.jpg,surprise
3625.jpg,sad
3626.jpg,fear
3627.jpg,happy
3628.jpg,neutral
3629.jpg,fear
363.jpg,happy
3630.jpg,surprise
3631.jpg,anger
3632.jpg,anger
3633.jpg,anger
3634.jpg,sad
3635.jpg,surprise
3636.jpg,uncertain
3637.jpg,fear
3638.jpg,sad
3639.jpg,disgust
364.jpg,anger
3640.jpg,neutral
3641.jpg,contempt
3642.jpg,happy
3643.jpg,surprise
3644.jpg,anger
3645.jpg,happy
3646.jpg,uncertain
3647.jpg,surprise
3648.jpg,happy
3649.jpg,happy
365.jpg,neutral
3650.jpg,neutral
3651.jpg,happy
3652.jpg,anger
3653.jpg,fear
3654.jpg,surprise
3655.jpg,surprise
3656.jpg,neutral
3657.jpg,anger
3658.jpg,neutral
3659.jpg,fear
366.jpg,happy
3660.jpg,contempt
3661.jpg,uncertain
3662.jpg,happy
3663.jpg,neutral
3664.jpg,neutral
3665.jpg,anger
3666.jpg,fear
3667.jpg,sad
3668.jpg,anger
3669.jpg,sad
367.jpg,fear
3670.jpg,anger
3671.jpg,happy
3672.jpg,fear
3673.jpg,neutral
3674.jpg,fear
3675.jpg,fear
3676.jpg,surprise
3677.jpg,surprise
3678.jpg,sad
3679.jpg,uncertain
368.jpg,anger
3680.jpg,uncertain
3681.jpg,happy
3682.jpg,sad
3683.jpg,neutral
3684.jpg,happy
3685.jpg,anger
3686.jpg,neutral
3687.jpg,anger
3688.jpg,happy
3689.jpg,sad
369.jpg,sad
3690.jpg,sad
3691.jpg,surprise
3692.jpg,sad
3693.jpg,happy
3694.jpg,neutral
3695.jpg,anger
3696.jpg,anger
3697.jpg,anger
3698.jpg,anger
3699.jpg,anger
37.jpg,surprise
370.jpg,uncertain
3700.jpg,anger
3701.jpg,happy
3702.jpg,anger
3703.jpg,neutral
3704.jpg,neutral
3705.jpg,anger
3706.jpg,neutral
3707.jpg,happy
3708.jpg,uncertain
3709.jpg,sad
371.jpg,neutral
3710.jpg,surprise
3711.jpg,anger
3712.jpg,surprise
3713.jpg,anger
3714.jpg,disgust
3715.jpg,surprise
3716.jpg,uncertain
3717.jpg,happy
3718.jpg,neutral
3719.jpg,surprise
372.jpg,fear
3720.jpg,sad
3721.jpg,anger
3722.jpg,happy
3723.jpg,surprise
3724.jpg,anger
3725.jpg,anger
3726.jpg,anger
3727.jpg,surprise
3728.jpg,sad
3729.jpg,neutral
373.jpg,happy
3730.jpg,anger
3731.jpg,neutral
3732.jpg,neutral
3733.jpg,sad
3734.jpg,contempt
3735.jpg,neutral
3736.jpg,sad
3737.jpg,happy
3738.jpg,sad
3739.jpg,sad
374.jpg,happy
3740.jpg,happy
3741.jpg,sad
3742.jpg,sad
3743.jpg,sad
3744.jpg,anger
3745.jpg,sad
3746.jpg,anger
3747.jpg,sad
3748.jpg,happy
3749.jpg,sad
375.jpg,uncertain
3750.jpg,surprise
3751.jpg,fear
3752.jpg,surprise
3753.jpg,anger
3754.jpg,happy
3755.jpg,uncertain
3756.jpg,happy
3757.jpg,happy
3758.jpg,neutral
3759.jpg,neutral
376.jpg,sad
3760.jpg,sad
3761.jpg,happy
3762.jpg,neutral
3763.jpg,disgust
3764.jpg,surprise
3765.jpg,fear
3766.jpg,anger
3767.jpg,surprise
3768.jpg,uncertain
3769.jpg,surprise
377.jpg,neutral
3770.jpg,happy
3771.jpg,anger
3772.jpg,happy
3773.jpg,anger
3774.jpg,anger
3775.jpg,disgust
3776.jpg,surprise
3777.jpg,neutral
3778.jpg,neutral
3779.jpg,uncertain
378.jpg,neutral
3780.jpg,happy
3781.jpg,anger
3782.jpg,happy
3783.jpg,uncertain
3784.jpg,surprise
3785.jpg,surprise
3786.jpg,anger
3787.jpg,happy
3788.jpg,uncertain
3789.jpg,sad
379.jpg,anger
3790.jpg,neutral
3791.jpg,anger
3792.jpg,neutral
3793.jpg,happy
3794.jpg,sad
3795.jpg,sad
3796.jpg,anger
3797.jpg,happy
3798.jpg,surprise
3799.jpg,happy
38.jpg,disgust
380.jpg,surprise
3800.jpg,neutral
3801.jpg,contempt
3802.jpg,sad
3803.jpg,fear
3804.jpg,anger
3805.jpg,disgust
3806.jpg,surprise
3807.jpg,neutral
3808.jpg,anger
3809.jpg,anger
381.jpg,neutral
3810.jpg,neutral
3811.jpg,anger
3812.jpg,anger
3813.jpg,happy
3814.jpg,happy
3815.jpg,happy
3816.jpg,anger
3817.jpg,surprise
3818.jpg,surprise
3819.jpg,sad
382.jpg,contempt
3820.jpg,anger
3821.jpg,sad
3822.jpg,surprise
3823.jpg,anger
3824.jpg,happy
3825.jpg,uncertain
3826.jpg,anger
3827.jpg,surprise
3828.jpg,uncertain
3829.jpg,surprise
383.jpg,happy
3830.jpg,anger
3831.jpg,surprise
3832.jpg,neutral
3833.jpg,happy
3834.jpg,surprise
3835.jpg,sad
3836.jpg,neutral
3837.jpg,anger
3838.jpg,anger
3839.jpg,happy
384.jpg,sad
3840.jpg,fear
3841.jpg,sad
3842.jpg,neutral
3843.jpg,anger
3844.jpg,neutral
3845.jpg,sad
3846.jpg,sad
3847.jpg,anger
3848.jpg,surprise
3849.jpg,anger
385.jpg,surprise
3850.jpg,fear
3851.jpg,neutral
3852.jpg,fear
3853.jpg,neutral
3854.jpg,sad
3855.jpg,surprise
3856.jpg,anger
3857.jpg,surprise
3858.jpg,neutral
3859.jpg,uncertain
386.jpg,sad
3860.jpg,anger
3861.jpg,happy
3862.jpg,happy
3863.jpg,neutral
3864.jpg,neutral
3865.jpg,uncertain
3866.jpg,fear
3867.jpg,surprise
3868.jpg,happy
3869.jpg,disgust
387.jpg,anger
3870.jpg,happy
3871.jpg,surprise
3872.jpg,neutral
3873.jpg,happy
3874.jpg,neutral
3875.jpg,anger
3876.jpg,anger
3877.jpg,surprise
3878.jpg,fear
3879.jpg,anger
388.jpg,uncertain
3880.jpg,neutral
3881.jpg,sad
3882.jpg,anger
3883.jpg,anger
3884.jpg,neutral
3885.jpg,anger
3886.jpg,contempt
3887.jpg,sad
3888.jpg,happy
3889.jpg,anger
389.jpg,anger
3890.jpg,disgust
3891.jpg,fear
3892.jpg,neutral
3893.jpg,sad
3894.jpg,surprise
3895.jpg,fear
3896.jpg,fear
3897.jpg,neutral
3898.jpg,neutral
3899.jpg,neutral
39.jpg,contempt
390.jpg,fear
3900.jpg,neutral
3901.jpg,happy
3902.jpg,neutral
3903.jpg,anger
3904.jpg,anger
3905.jpg,neutral
3906.jpg,sad
3907.jpg,anger
3908.jpg,anger
3909.jpg,sad
391.jpg,uncertain
3910.jpg,happy
3911.jpg,sad
3912.jpg,happy
3913.jpg,happy
3914.jpg,neutral
3915.jpg,happy
3916.jpg,happy
3917.jpg,surprise
3918.jpg,neutral
3919.jpg,neutral
392.jpg,happy
3920.jpg,sad
3921.jpg,surprise
3922.jpg,neutral
3923.jpg,happy
3924.jpg,neutral
3925.jpg,sad
3926.jpg,happy
3927.jpg,sad
3928.jpg,neutral
3929.jpg,anger
393.jpg,fear
3930.jpg,anger
3931.jpg,sad
3932.jpg,anger
3933.jpg,anger
3934.jpg,sad
3935.jpg,surprise
3936.jpg,neutral
3937.jpg,anger
3938.jpg,neutral
3939.jpg,neutral
394.jpg,neutral
3940.jpg,contempt
3941.jpg,surprise
3942.jpg,neutral
3943.jpg,neutral
3944.jpg,neutral
3945.jpg,neutral
3946.jpg,neutral
3947.jpg,anger
3948.jpg,anger
3949.jpg,neutral
395.jpg,neutral
3950.jpg,surprise
3951.jpg,anger
3952.jpg,happy
3953.jpg,surprise
3954.jpg,anger
3955.jpg,anger
3956.jpg,surprise
3957.jpg,neutral
3958.jpg,fear
3959.jpg,surprise
396.jpg,fear
3960.jpg,anger
3961.jpg,neutral
3962.jpg,uncertain
3963.jpg,neutral
3964.jpg,sad
3965.jpg,fear
3966.jpg,uncertain
3967.jpg,uncertain
3968.jpg,happy
3969.jpg,anger
397.jpg,surprise
3970.jpg,neutral
3971.jpg,happy
3972.jpg,neutral
3973.jpg,happy
3974.jpg,sad
3975.jpg,neutral
3976.jpg,happy
3977.jpg,neutral
3978.jpg,neutral
3979.jpg,happy
398.jpg,neutral
3980.jpg,anger
3981.jpg,surprise
3982.jpg,anger
3983.jpg,sad
3984.jpg,disgust
3985.jpg,sad
3986.jpg,uncertain
3987.jpg,happy
3988.jpg,anger
3989.jpg,neutral
399.jpg,fear
3990.jpg,happy
3991.jpg,neutral
3992.jpg,surprise
3993.jpg,anger
3994.jpg,neutral
3995.jpg,sad
3996.jpg,anger
3997.jpg,neutral
3998.jpg,sad
3999.jpg,happy
4.jpg,sad
40.jpg,neutral
400.jpg,happy
4000.jpg,surprise
4001.jpg,sad
4002.jpg,neutral
4003.jpg,neutral
4004.jpg,happy
4005.jpg,anger
4006.jpg,anger
4007.jpg,sad
4008.jpg,sad
4009.jpg,fear
401.jpg,happy
4010.jpg,neutral
4011.jpg,anger
4012.jpg,anger
4013.jpg,sad
4014.jpg,sad
4015.jpg,happy
4016.jpg,sad
4017.jpg,anger
4018.jpg,surprise
4019.jpg,neutral
402.jpg,anger
4020.jpg,uncertain
4021.jpg,uncertain
4022.jpg,happy
4023.jpg,sad
4024.jpg,neutral
4025.jpg,happy
4026.jpg,fear
4027.jpg,anger
4028.jpg,happy
4029.jpg,contempt
403.jpg,neutral
4030.jpg,surprise
4031.jpg,fear
4032.jpg,uncertain
4033.jpg,surprise
4034.jpg,sad
4035.jpg,fear
4036.jpg,happy
4037.jpg,neutral
4038.jpg,neutral
4039.jpg,anger
404.jpg,anger
4040.jpg,happy
4041.jpg,neutral
4042.jpg,happy
4043.jpg,happy
4044.jpg,neutral
4045.jpg,anger
4046.jpg,happy
4047.jpg,fear
4048.jpg,fear
4049.jpg,surprise
405.jpg,anger
4050.jpg,happy
4051.jpg,neutral
4052.jpg,disgust
4053.jpg,neutral
4054.jpg,anger
4055.jpg,neutral
4056.jpg,uncertain
4057.jpg,sad
4058.jpg,anger
4059.jpg,sad
406.jpg,happy
4060.jpg,neutral
4061.jpg,anger
4062.jpg,neutral
4063.jpg,anger
4064.jpg,neutral
4065.jpg,surprise
4066.jpg,neutral
4067.jpg,happy
4068.jpg,disgust
4069.jpg,sad
407.jpg,sad
4070.jpg,sad
4071.jpg,anger
4072.jpg,sad
4073.jpg,neutral
4074.jpg,surprise
4075.jpg,sad
4076.jpg,sad
4077.jpg,happy
4078.jpg,sad
4079.jpg,surprise
408.jpg,neutral
4080.jpg,anger
4081.jpg,anger
4082.jpg,anger
4083.jpg,happy
4084.jpg,uncertain
4085.jpg,fear
4086.jpg,contempt
4087.jpg,surprise
4088.jpg,uncertain
4089.jpg,anger
409.jpg,surprise
4090.jpg,fear
4091.jpg,fear
4092.jpg,sad
4093.jpg,happy
4094.jpg,anger
4095.jpg,sad
4096.jpg,anger
4097.jpg,sad
4098.jpg,uncertain
4099.jpg,fear
41.jpg,anger
410.jpg,disgust
4100.jpg,anger
4101.jpg,happy
4102.jpg,anger
4103.jpg,fear
4104.jpg,sad
4105.jpg,surprise
4106.jpg,happy
4107.jpg,uncertain
4108.jpg,surprise
4109.jpg,sad
411.jpg,sad
4110.jpg,neutral
4111.jpg,neutral
4112.jpg,neutral
4113.jpg,uncertain
4114.jpg,anger
4115.jpg,anger
4116.jpg,neutral
4117.jpg,surprise
4118.jpg,neutral
4119.jpg,neutral
412.jpg,neutral
4120.jpg,uncertain
4121.jpg,happy
4122.jpg,anger
4123.jpg,anger
4124.jpg,disgust
4125.jpg,happy
4126.jpg,fear
4127.jpg,fear
4128.jpg,contempt
4129.jpg,sad
413.jpg,happy
4130.jpg,happy
4131.jpg,anger
4132.jpg,sad
4133.jpg,fear
4134.jpg,surprise
4135.jpg,sad
4136.jpg,sad
4137.jpg,fear
4138.jpg,happy
4139.jpg,neutral
414.jpg,anger
4140.jpg,surprise
4141.jpg,anger
4142.jpg,neutral
4143.jpg,sad
4144.jpg,happy
4145.jpg,anger
4146.jpg,contempt
4147.jpg,neutral
4148.jpg,neutral
4149.jpg,anger
415.jpg,anger
4150.jpg,uncertain
4151.jpg,uncertain
4152.jpg,happy
4153.jpg,fear
4154.jpg,neutral
4155.jpg,happy
4156.jpg,happy
4157.jpg,anger
4158.jpg,sad
4159.jpg,anger
416.jpg,anger
4160.jpg,surprise
4161.jpg,happy
4162.jpg,sad
4163.jpg,happy
4164.jpg,sad
4165.jpg,sad
4166.jpg,surprise
4167.jpg,anger
4168.jpg,neutral
4169.jpg,contempt
417.jpg,fear
4170.jpg,surprise
4171.jpg,uncertain
4172.jpg,surprise
4173.jpg,neutral
4174.jpg,neutral
4175.jpg,happy
4176.jpg,surprise
4177.jpg,sad
4178.jpg,neutral
4179.jpg,uncertain
418.jpg,fear
4180.jpg,neutral
4181.jpg,happy
4182.jpg,anger
4183.jpg,sad
4184.jpg,sad
4185.jpg,happy
4186.jpg,sad
4187.jpg,neutral
4188.jpg,neutral
4189.jpg,happy
419.jpg,neutral
4190.jpg,sad
4191.jpg,anger
4192.jpg,happy
4193.jpg,anger
4194.jpg,anger
4195.jpg,uncertain
4196.jpg,neutral
4197.jpg,happy
4198.jpg,surprise
4199.jpg,surprise
42.jpg,sad
420.jpg,uncertain
4200.jpg,neutral
4201.jpg,sad
4202.jpg,neutral
4203.jpg,neutral
4204.jpg,neutral
4205.jpg,happy
4206.jpg,uncertain
4207.jpg,anger
4208.jpg,neutral
4209.jpg,happy
421.jpg,neutral
4210.jpg,surprise
4211.jpg,disgust
4212.jpg,happy
4213.jpg,happy
4214.jpg,fear
4215.jpg,happy
4216.jpg,anger
4217.jpg,anger
4218.jpg,uncertain
4219.jpg,fear
422.jpg,happy
4220.jpg,anger
4221.jpg,fear
4222.jpg,anger
4223.jpg,fear
4224.jpg,anger
4225.jpg,happy
4226.jpg,happy
4227.jpg,fear
4228.jpg,anger
4229.jpg,neutral
423.jpg,fear
4230.jpg,happy
4231.jpg,happy
4232.jpg,sad
4233.jpg,happy
4234.jpg,happy
4235.jpg,happy
4236.jpg,fear
4237.jpg,sad
4238.jpg,surprise
4239.jpg,anger
424.jpg,neutral
4240.jpg,contempt
4241.jpg,uncertain
4242.jpg,disgust
4243.jpg,neutral
4244.jpg,surprise
4245.jpg,neutral
4246.jpg,happy
4247.jpg,anger
4248.jpg,anger
4249.jpg,anger
425.jpg,neutral
4250.jpg,neutral
4251.jpg,happy
4252.jpg,fear
4253.jpg,uncertain
4254.jpg,surprise
4255.jpg,sad
4256.jpg,neutral
4257.jpg,sad
4258.jpg,anger
4259.jpg,neutral
426.jpg,anger
4260.jpg,anger
4261.jpg,happy
4262.jpg,sad
4263.jpg,fear
4264.jpg,anger
4265.jpg,neutral
4266.jpg,uncertain
4267.jpg,happy
4268.jpg,anger
4269.jpg,neutral
427.jpg,neutral
4270.jpg,surprise
4271.jpg,anger
4272.jpg,surprise
4273.jpg,surprise
4274.jpg,sad
4275.jpg,sad
4276.jpg,sad
4277.jpg,uncertain
4278.jpg,neutral
4279.jpg,neutral
428.jpg,happy
4280.jpg,anger
4281.jpg,neutral
4282.jpg,fear
4283.jpg,neutral
4284.jpg,happy
4285.jpg,disgust
4286.jpg,happy
4287.jpg,sad
4288.jpg,anger
4289.jpg,fear
429.jpg,sad
4290.jpg,anger
4291.jpg,happy
4292.jpg,anger
4293.jpg,sad
4294.jpg,anger
4295.jpg,sad
4296.jpg,anger
4297.jpg,happy
4298.jpg,anger
4299.jpg,neutral
43.jpg,surprise
430.jpg,anger
4300.jpg,anger
4301.jpg,surprise
4302.jpg,surprise
4303.jpg,happy
4304.jpg,fear
4305.jpg,anger
4306.jpg,disgust
4307.jpg,happy
4308.jpg,fear
4309.jpg,uncertain
431.jpg,neutral
4310.jpg,anger
4311.jpg,anger
4312.jpg,anger
4313.jpg,neutral
4314.jpg,sad
4315.jpg,happy
4316.jpg,happy
4317.jpg,happy
4318.jpg,neutral
4319.jpg,fear
432.jpg,anger
4320.jpg,anger
4321.jpg,contempt
4322.jpg,anger
4323.jpg,anger
4324.jpg,neutral
4325.jpg,sad
4326.jpg,anger
4327.jpg,happy
4328.jpg,anger
4329.jpg,anger
433.jpg,neutral
4330.jpg,anger
4331.jpg,happy
4332.jpg,surprise
4333.jpg,fear
4334.jpg,surprise
4335.jpg,fear
4336.jpg,surprise
4337.jpg,fear
4338.jpg,sad
4339.jpg,surprise
434.jpg,happy
4340.jpg,surprise
4341.jpg,anger
4342.jpg,sad
4343.jpg,happy
4344.jpg,happy
4345.jpg,neutral
4346.jpg,surprise
4347.jpg,uncertain
4348.jpg,anger
4349.jpg,surprise
435.jpg,neutral
4350.jpg,anger
4351.jpg,sad
4352.jpg,surprise
4353.jpg,neutral
4354.jpg,sad
4355.jpg,neutral
4356.jpg,sad
4357.jpg,anger
4358.jpg,happy
4359.jpg,happy
436.jpg,surprise
4360.jpg,sad
4361.jpg,happy
4362.jpg,surprise
4363.jpg,fear
4364.jpg,fear
4365.jpg,sad
4366.jpg,surprise
4367.jpg,neutral
4368.jpg,sad
4369.jpg,surprise
437.jpg,fear
4370.jpg,happy
4371.jpg,surprise
4372.jpg,contempt
4373.jpg,surprise
4374.jpg,sad
4375.jpg,happy
4376.jpg,happy
4377.jpg,sad
4378.jpg,fear
4379.jpg,anger
438.jpg,neutral
4380.jpg,anger
4381.jpg,anger
4382.jpg,surprise
4383.jpg,surprise
4384.jpg,anger
4385.jpg,happy
4386.jpg,anger
4387.jpg,anger
4388.jpg,surprise
4389.jpg,sad
439.jpg,neutral
4390.jpg,happy
4391.jpg,surprise
4392.jpg,anger
4393.jpg,uncertain
4394.jpg,surprise
4395.jpg,uncertain
4396.jpg,fear
4397.jpg,neutral
4398.jpg,fear
4399.jpg,sad
44.jpg,uncertain
440.jpg,anger
4400.jpg,neutral
4401.jpg,happy
4402.jpg,anger
4403.jpg,fear
4404.jpg,surprise
4405.jpg,uncertain
4406.jpg,fear
4407.jpg,neutral
4408.jpg,surprise
4409.jpg,happy
441.jpg,neutral
4410.jpg,neutral
4411.jpg,anger
4412.jpg,neutral
4413.jpg,fear
4414.jpg,sad
4415.jpg,neutral
4416.jpg,fear
4417.jpg,anger
4418.jpg,sad
4419.jpg,happy
442.jpg,neutral
4420.jpg,fear
4421.jpg,anger
4422.jpg,uncertain
4423.jpg,neutral
4424.jpg,contempt
4425.jpg,uncertain
4426.jpg,happy
4427.jpg,anger
4428.jpg,neutral
4429.jpg,neutral
443.jpg,fear
4430.jpg,anger
4431.jpg,anger
4432.jpg,sad
4433.jpg,uncertain
4434.jpg,uncertain
4435.jpg,anger
4436.jpg,surprise
4437.jpg,anger
4438.jpg,neutral
4439.jpg,happy
444.jpg,fear
4440.jpg,sad
4441.jpg,anger
4442.jpg,anger
4443.jpg,fear
4444.jpg,anger
4445.jpg,sad
4446.jpg,sad
4447.jpg,fear
4448.jpg,sad
4449.jpg,anger
445.jpg,anger
4450.jpg,sad
4451.jpg,anger
4452.jpg,sad
4453.jpg,sad
4454.jpg,sad
4455.jpg,neutral
4456.jpg,surprise
4457.jpg,fear
4458.jpg,sad
4459.jpg,happy
446.jpg,neutral
4460.jpg,anger
4461.jpg,neutral
4462.jpg,happy
4463.jpg,happy
4464.jpg,fear
4465.jpg,sad
4466.jpg,happy
4467.jpg,uncertain
4468.jpg,happy
4469.jpg,uncertain
447.jpg,neutral
4470.jpg,happy
4471.jpg,surprise
4472.jpg,happy
4473.jpg,happy
4474.jpg,neutral
4475.jpg,sad
4476.jpg,fear
4477.jpg,neutral
4478.jpg,surprise
4479.jpg,surprise
448.jpg,surprise
4480.jpg,sad
4481.jpg,surprise
4482.jpg,surprise
4483.jpg,neutral
4484.jpg,anger
4485.jpg,fear
4486.jpg,anger
4487.jpg,surprise
4488.jpg,surprise
4489.jpg,uncertain
449.jpg,fear
4490.jpg,anger
4491.jpg,uncertain
4492.jpg,fear
4493.jpg,fear
4494.jpg,anger
4495.jpg,anger
4496.jpg,happy
4497.jpg,anger
4498.jpg,uncertain
4499.jpg,anger
45.jpg,anger
450.jpg,neutral
4500.jpg,uncertain
4501.jpg,uncertain
4502.jpg,sad
4503.jpg,neutral
4504.jpg,neutral
4505.jpg,happy
4506.jpg,fear
4507.jpg,anger
4508.jpg,anger
4509.jpg,neutral
451.jpg,anger
4510.jpg,neutral
4511.jpg,happy
4512.jpg,fear
4513.jpg,anger
4514.jpg,anger
4515.jpg,neutral
4516.jpg,happy
4517.jpg,sad
4518.jpg,neutral
4519.jpg,happy
452.jpg,sad
4520.jpg,contempt
4521.jpg,neutral
4522.jpg,sad
4523.jpg,happy
4524.jpg,anger
4525.jpg,neutral
4526.jpg,sad
4527.jpg,neutral
4528.jpg,happy
4529.jpg,sad
453.jpg,surprise
4530.jpg,neutral
4531.jpg,surprise
4532.jpg,anger
4533.jpg,anger
4534.jpg,happy
4535.jpg,happy
4536.jpg,anger
4537.jpg,neutral
4538.jpg,neutral
4539.jpg,anger
454.jpg,happy
4540.jpg,neutral
4541.jpg,happy
4542.jpg,anger
4543.jpg,anger
4544.jpg,neutral
4545.jpg,anger
4546.jpg,anger
4547.jpg,happy
4548.jpg,surprise
4549.jpg,surprise
455.jpg,sad
4550.jpg,surprise
4551.jpg,neutral
4552.jpg,neutral
4553.jpg,fear
4554.jpg,happy
4555.jpg,anger
4556.jpg,neutral
4557.jpg,anger
4558.jpg,neutral
4559.jpg,anger
456.jpg,happy
4560.jpg,anger
4561.jpg,fear
4562.jpg,contempt
4563.jpg,sad
4564.jpg,neutral
4565.jpg,happy
4566.jpg,anger
4567.jpg,neutral
4568.jpg,sad
4569.jpg,anger
457.jpg,fear
4570.jpg,sad
4571.jpg,fear
4572.jpg,neutral
4573.jpg,surprise
4574.jpg,happy
4575.jpg,sad
4576.jpg,neutral
4577.jpg,surprise
4578.jpg,sad
4579.jpg,surprise
458.jpg,neutral
4580.jpg,neutral
4581.jpg,neutral
4582.jpg,neutral
4583.jpg,surprise
4584.jpg,anger
4585.jpg,uncertain
4586.jpg,surprise
4587.jpg,fear
4588.jpg,anger
4589.jpg,sad
459.jpg,happy
4590.jpg,surprise
4591.jpg,sad
4592.jpg,happy
4593.jpg,fear
4594.jpg,happy
4595.jpg,uncertain
4596.jpg,fear
4597.jpg,sad
4598.jpg,neutral
4599.jpg,fear
46.jpg,sad
460.jpg,sad
4600.jpg,anger
4601.jpg,neutral
4602.jpg,neutral
4603.jpg,anger
4604.jpg,disgust
4605.jpg,disgust
4606.jpg,sad
4607.jpg,happy
4608.jpg,happy
4609.jpg,uncertain
461.jpg,anger
4610.jpg,fear
4611.jpg,surprise
4612.jpg,happy
4613.jpg,neutral
4614.jpg,sad
4615.jpg,neutral
4616.jpg,happy
4617.jpg,sad
4618.jpg,sad
4619.jpg,surprise
462.jpg,fear
4620.jpg,anger
4621.jpg,neutral
4622.jpg,happy
4623.jpg,sad
4624.jpg,fear
4625.jpg,surprise
4626.jpg,happy
4627.jpg,neutral
4628.jpg,anger
4629.jpg,anger
463.jpg,sad
4630.jpg,anger
4631.jpg,sad
4632.jpg,neutral
4633.jpg,disgust
4634.jpg,neutral
4635.jpg,anger
4636.jpg,sad
4637.jpg,surprise
4638.jpg,neutral
